caseId,testType,pairId,arm,sampleIndex,latencyMs,rankedProductIds,displayedRationales,groundingDecisions,validatorDowngradeCount,outOfCandidateIdCount,duplicateIdCount,validRankCoverage,candidateCount,rawResponse
missing_review,MFT,,prompt_only,6,3117,"[112, 111]","[""후기가 매우 많아 우선 추천해요"", ""평가가 높아 참고할 만해요""]","[{""product_id"": 112, ""requested_reason_code"": ""REVIEW_MANY"", ""evidence_fields"": [""reviewLevel""], ""model_rationale"": ""후기가 매우 많아 우선 추천해요"", ""rendered_rationale"": ""리뷰 정보가 많은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 111, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평가가 높아 참고할 만해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,2,"{""ranked"":[{""productId"":112,""rationale"":""후기가 매우 많아 우선 추천해요"",""reasonCode"":""REVIEW_MANY"",""evidenceFields"":[""reviewLevel""]},{""productId"":111,""rationale"":""평가가 높아 참고할 만해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""후기가 매우 많은 112번 상품을 가장 먼저 추천해요. 111번은 후기 정보는 없지만 평가가 높습니다.""}"
missing_review,MFT,,prompt_only,7,3080,"[112, 111]","[""후기가 매우 많아 우선 추천해요"", ""요청과의 관련도를 기준으로 추천했어요""]","[{""product_id"": 112, ""requested_reason_code"": ""REVIEW_MANY"", ""evidence_fields"": [""reviewLevel""], ""model_rationale"": ""후기가 매우 많아 우선 추천해요"", ""rendered_rationale"": ""리뷰 정보가 많은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 111, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,2,"{""ranked"":[{""productId"":112,""rationale"":""후기가 매우 많아 우선 추천해요"",""reasonCode"":""REVIEW_MANY"",""evidenceFields"":[""reviewLevel""]},{""productId"":111,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]}],""overallComment"":""후기가 매우 많은 112번 상품을 우선 추천해요. 111번은 후기 정보가 없어 보조 후보로 안내합니다.""}"
missing_price,MFT,,prompt_only,0,3684,"[121, 122, 123]","[""가격 정보는 없지만 평점이 높아요"", ""가격 정보는 없지만 평점이 높아요"", ""가격 정보는 없지만 평점이 높아요""]","[{""product_id"": 121, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 평점이 높아요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 122, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 평점이 높아요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 123, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 평점이 높아요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격 정보는 없지만 평점이 높아요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":122,""rationale"":""가격 정보는 없지만 평점이 높아요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":123,""rationale"":""가격 정보는 없지만 평점이 높아요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""세 상품 모두 가격 정보가 없어 상대적으로 저렴한 상품을 검증하기 어렵습니다. 평점이 높은 상품을 우선 정렬했으며 실제 가격 확인이 필요합니다.""}"
missing_price,MFT,,prompt_only,1,3942,"[121, 122, 123]","[""가격 정보가 없어 높은 평점을 기준으로 추천했어요"", ""가격 정보가 없어 많은 리뷰를 기준으로 추천했어요"", ""가격 정보가 없어 높은 평점을 기준으로 추천했어요""]","[{""product_id"": 121, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보가 없어 높은 평점을 기준으로 추천했어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 122, ""requested_reason_code"": ""REVIEW_MANY"", ""evidence_fields"": [""reviewLevel""], ""model_rationale"": ""가격 정보가 없어 많은 리뷰를 기준으로 추천했어요"", ""rendered_rationale"": ""리뷰 정보가 많은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 123, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보가 없어 높은 평점을 기준으로 추천했어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격 정보가 없어 높은 평점을 기준으로 추천했어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":122,""rationale"":""가격 정보가 없어 많은 리뷰를 기준으로 추천했어요"",""reasonCode"":""REVIEW_MANY"",""evidenceFields"":[""reviewLevel""]},{""productId"":123,""rationale"":""가격 정보가 없어 높은 평점을 기준으로 추천했어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""세 상품 모두 가격 등급이 없어 상대적으로 저렴한 상품을 검증하기 어렵습니다. 평점과 리뷰 정보를 기준으로 정렬했어요.""}"
missing_price,MFT,,prompt_only,2,4013,"[121, 122, 123]","[""가격 정보는 없지만 평점이 높아요"", ""가격 정보는 없지만 평점이 높아요"", ""가격 정보는 없지만 평점이 높아요""]","[{""product_id"": 121, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 평점이 높아요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 122, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 평점이 높아요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 123, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 평점이 높아요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격 정보는 없지만 평점이 높아요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":122,""rationale"":""가격 정보는 없지만 평점이 높아요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":123,""rationale"":""가격 정보는 없지만 평점이 높아요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""세 상품 모두 가격 정보가 없어 상대적으로 저렴한 상품을 확인하기 어렵습니다. 평점이 높은 순으로는 동률입니다.""}"
missing_price,MFT,,prompt_only,3,4071,"[121, 122, 123]","[""요청과의 관련도를 기준으로 추천했어요"", ""요청과의 관련도를 기준으로 추천했어요"", ""요청과의 관련도를 기준으로 추천했어요""]","[{""product_id"": 121, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 122, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 123, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]},{""productId"":122,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]},{""productId"":123,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]}],""overallComment"":""모든 후보의 가격 등급이 정보없음이라 상대적으로 저렴한 상품을 확인할 수 없습니다.""}"
missing_price,MFT,,prompt_only,4,3528,"[121, 122, 123]","[""가격 정보는 없지만 평점이 높아 추천해요"", ""가격 정보는 없지만 평점이 높아 추천해요"", ""가격 정보는 없지만 평점이 높아 추천해요""]","[{""product_id"": 121, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 평점이 높아 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 122, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 평점이 높아 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 123, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 평점이 높아 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격 정보는 없지만 평점이 높아 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":122,""rationale"":""가격 정보는 없지만 평점이 높아 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":123,""rationale"":""가격 정보는 없지만 평점이 높아 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""후보 모두 가격 등급이 없어 상대적으로 저렴한 상품은 검증할 수 없습니다. 평점이 높은 순으로 동률 추천했습니다.""}"
missing_price,MFT,,prompt_only,5,3748,"[121, 122, 123]","[""가격은 확인되지 않아 높은 평점을 기준으로 추천했어요"", ""가격은 확인되지 않아 높은 평점을 기준으로 추천했어요"", ""가격은 확인되지 않아 높은 평점을 기준으로 추천했어요""]","[{""product_id"": 121, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격은 확인되지 않아 높은 평점을 기준으로 추천했어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 122, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격은 확인되지 않아 높은 평점을 기준으로 추천했어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 123, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격은 확인되지 않아 높은 평점을 기준으로 추천했어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격은 확인되지 않아 높은 평점을 기준으로 추천했어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":122,""rationale"":""가격은 확인되지 않아 높은 평점을 기준으로 추천했어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":123,""rationale"":""가격은 확인되지 않아 높은 평점을 기준으로 추천했어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""세 상품 모두 가격 정보가 없어 상대적으로 저렴한 상품은 확인할 수 없습니다. 높은 평점과 많은 리뷰가 동일해 후보 목록 순으로 정렬했어요.""}"
missing_price,MFT,,prompt_only,6,3521,"[121, 122, 123]","[""높은 평가와 많은 리뷰를 바탕으로 우선 추천해요"", ""높은 평가와 많은 리뷰를 바탕으로 추천해요"", ""높은 평가와 많은 리뷰를 바탕으로 추천해요""]","[{""product_id"": 121, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""높은 평가와 많은 리뷰를 바탕으로 우선 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 122, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""높은 평가와 많은 리뷰를 바탕으로 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 123, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""높은 평가와 많은 리뷰를 바탕으로 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""높은 평가와 많은 리뷰를 바탕으로 우선 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":122,""rationale"":""높은 평가와 많은 리뷰를 바탕으로 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":123,""rationale"":""높은 평가와 많은 리뷰를 바탕으로 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""모든 후보의 가격 정보가 없어 상대적으로 저렴한 상품은 확인할 수 없습니다. 높은 평가를 기준으로 정렬했습니다.""}"
missing_price,MFT,,prompt_only,7,5018,"[121, 122, 123]","[""가격 정보는 없지만 평점이 높고 리뷰가 많아요"", ""가격 정보는 없지만 평점이 높고 리뷰가 많아요"", ""가격 정보는 없지만 평점이 높고 리뷰가 많아요""]","[{""product_id"": 121, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 평점이 높고 리뷰가 많아요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 122, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 평점이 높고 리뷰가 많아요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 123, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 평점이 높고 리뷰가 많아요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격 정보는 없지만 평점이 높고 리뷰가 많아요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":122,""rationale"":""가격 정보는 없지만 평점이 높고 리뷰가 많아요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":123,""rationale"":""가격 정보는 없지만 평점이 높고 리뷰가 많아요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""모든 후보의 가격 정보가 없어 상대적으로 저렴한 상품은 검증하기 어렵습니다. 평점과 리뷰가 동일해 후보 간 우열은 판단하기 어렵습니다.""}"
rating_boundary,MFT,,prompt_only,0,2625,"[133, 132, 131]","[""평점이 매우 높아 우선 추천해요"", ""평점이 높아 다음으로 추천해요"", ""요청과의 관련도를 기준으로 추천했어요""]","[{""product_id"": 133, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 매우 높아 우선 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 132, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 높아 다음으로 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 131, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 매우 높아 우선 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":132,""rationale"":""평점이 높아 다음으로 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":131,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]}],""overallComment"":""평점이 높은 상품을 우선으로 정렬했어요. 특히 최상 거치대가 평점 기준 가장 적합합니다.""}"
rating_boundary,MFT,,prompt_only,1,2975,"[133, 132, 131]","[""평점이 가장 높아 우선 추천해요"", ""평점이 높아 추천해요"", ""요청과의 관련도를 기준으로 추천했어요""]","[{""product_id"": 133, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 가장 높아 우선 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 132, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 높아 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 131, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 가장 높아 우선 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":132,""rationale"":""평점이 높아 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":131,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]}],""overallComment"":""평점 기준으로 매우높음인 상품을 가장 먼저 추천했어요. 이어서 평점이 높은 상품을 정렬했습니다.""}"
rating_boundary,MFT,,prompt_only,2,2693,"[133, 132, 131]","[""평점이 매우 높아 우선 추천해요"", ""평점이 높아 추천해요"", ""요청과의 관련도를 기준으로 추천했어요""]","[{""product_id"": 133, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 매우 높아 우선 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 132, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 높아 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 131, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 매우 높아 우선 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":132,""rationale"":""평점이 높아 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":131,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]}],""overallComment"":""평점이 높은 상품을 우선순위로 정렬했어요. 특히 133번 상품의 평점이 가장 높습니다.""}"
rating_boundary,MFT,,prompt_only,3,3360,"[133, 132, 131]","[""평점이 매우높아 우선 추천해요"", ""평점이 높아 추천해요"", ""요청과의 관련도를 기준으로 추천했어요""]","[{""product_id"": 133, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 매우높아 우선 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 132, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 높아 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 131, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 매우높아 우선 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":132,""rationale"":""평점이 높아 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":131,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]}],""overallComment"":""평점이 높은 상품을 우선 정렬했어요. 특히 133번 상품이 가장 적합합니다.""}"
rating_boundary,MFT,,prompt_only,4,3151,"[133, 132, 131]","[""평점이 매우 높아 우선 추천해요"", ""평점이 높아 추천해요"", ""요청과의 관련도를 기준으로 추천했어요""]","[{""product_id"": 133, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 매우 높아 우선 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 132, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 높아 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 131, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 매우 높아 우선 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":132,""rationale"":""평점이 높아 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":131,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]}],""overallComment"":""평점이 가장 높은 상품부터 정렬했어요. 133번과 132번이 평점 기준으로 특히 적합합니다.""}"
rating_boundary,MFT,,prompt_only,5,3028,"[133, 132, 131]","[""평점이 매우 높아 우선 추천해요"", ""평점이 높아 추천해요"", ""요청과의 관련도를 기준으로 추천했어요""]","[{""product_id"": 133, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 매우 높아 우선 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 132, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 높아 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 131, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 매우 높아 우선 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":132,""rationale"":""평점이 높아 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":131,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]}],""overallComment"":""평점이 높은 순으로 정렬했어요. 특히 최상 거치대가 가장 높은 평점 등급입니다.""}"
